TBF; 267480; 529; 99976,02; 1,38; 0,39; 0,11; -0,92; 0,00; -1,51; 3,73; 162,23; -8,40; -498,40
TBF; 267985; 530; 99979,70; 1,38; 0,39; 0,10; -0,91; -0,26; 0,61; -1,37; 161,63; -10,20; -498,40
TBF; 268489; 531; 99979,62; 1,38; 0,40; 0,10; -0,91; 1,24; 1,22; -6,49; 162,38; -10,05; -498,55
TBF; 268994; 532; 99977,06; 1,38; 0,39; 0,10; -0,91; 0,72; 2,03; 0,49; 161,33; -9,30; -499,30
TBF; 269498; 533; 99978,07; 1,38; 0,39; 0,10; -0,91; -1,54; -0,73; 6,37; 161,18; -8,55; -498,25
TBF; 270003; 534; 99978,66; 1,25; 0,39; 0,11; -0,91; 1,94; -0,11; 2,20; 161,33; -9,00; -498,70
TBF; 270507; 535; 99983,64; 1,25; 0,39; 0,10; -0,91; -0,55; -2,41; -5,04; 161,78; -9,15; -498,85
TBF; 271012; 536; 99979,39; 1,25; 0,39; 0,10; -0,91; -0,02; 1,57; 4,67; 161,48; -9,15; -498,85
TBF; 271517; 537; 99977,17; 1,25; 0,39; 0,10; -0,91; -1,08; 0,69; 0,41; 161,78; -8,55; -499,75
TBF; 272021; 538; 99977,39; 1,25; 0,39; 0,10; -0,91; -1,69; 0,60; -3,51; 161,33; -8,10; -498,40
TBF; 272526; 539; 99975,65; 1,25; 0,39; 0,10; -0,90; 0,50; -0,46; -1,21; 161,63; -9,30; -498,10
TBF; 273030; 540; 99977,60; 1,25; 0,39; 0,10; -0,91; 0,85; 0,15; 5,60; 162,23; -9,00; -498,40
TBF; 273535; 541; 99975,89; 1,25; 0,39; 0,11; -0,91; -3,11; -2,50; -4,44; 161,03; -8,70; -497,80
TBF; 274039; 542; 99974,86; 1,25; 0,39; 0,10; -0,91; -0,37; -2,60; -6,06; 161,48; -7,95; -498,55
TBF; 274544; 543; 99974,72; 1,25; 0,39; 0,10; -0,91; 0,85; 2,02; 4,24; 162,23; -9,00; -499,00
TBF; 275048; 544; 99974,54; 1,25; 0,39; 0,11; -0,91; -3,54; -2,67; -3,94; 162,23; -9,00; -497,80
TBF; 275553; 545; 99973,61; 1,25; 0,39; 0,11; -0,91; 1,15; -1,53; -5,30; 162,08; -9,45; -498,25
TBF; 276057; 546; 99976,48; 1,25; 0,39; 0,10; -0,92; 0,50; -0,46; 0,92; 161,63; -8,10; -497,20
TBF; 276562; 547; 99975,95; 1,25; 0,39; 0,10; -0,91; -0,37; 1,85; 7,48; 161,78; -9,15; -498,85
TBF; 277066; 548; 99974,16; 1,25; 0,40; 0,11; -0,91; 1,68; 1,57; 2,27; 161,48; -9,15; -499,15
TBF; 277571; 549; 99979,46; 1,25; 0,39; 0,10; -0,91; -2,76; -2,69; -3,68; 160,88; -8,85; -498,25
TBF; 278075; 550; 99974,16; 1,12; 0,39; 0,11; -0,91; -2,32; 0,78; 4,58; 161,78; -7,65; -498,25
